"","AirportID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","TzDatabaseTz","Type","Source"
"2213",2306,"New Tanegashima Airport","Tanegashima","Japan","TNE","RJFG",30.6051006317,130.990997314,768,"9","U","Asia/Tokyo","airport","OurAirports"
"2214",2307,"Kagoshima Airport","Kagoshima","Japan","KOJ","RJFK",31.8034000396729,130.718994140625,906,"9","U","Asia/Tokyo","airport","OurAirports"
"2215",2308,"Miyazaki Airport","Miyazaki","Japan","KMI","RJFM",31.877199173,131.449005127,20,"9","U","Asia/Tokyo","airport","OurAirports"
"2216",2309,"Nyutabaru Airport","Nyutabaru","Japan","\N","RJFN",32.0835990905762,131.45100402832,259,"9","U","Asia/Tokyo","airport","OurAirports"
"2217",2310,"Oita Airport","Oita","Japan","OIT","RJFO",33.4794006348,131.736999512,19,"9","U","Asia/Tokyo","airport","OurAirports"
"2218",2311,"Kitakyūshū Airport","Kitakyushu","Japan","KKJ","RJFR",33.8459014893,131.035003662,21,"9","U","Asia/Tokyo","airport","OurAirports"
"2219",2312,"Kumamoto Airport","Kumamoto","Japan","KMJ","RJFT",32.8372993469238,130.854995727539,642,"9","U","Asia/Tokyo","airport","OurAirports"
"2220",2313,"Nagasaki Airport","Nagasaki","Japan","NGS","RJFU",32.9169006348,129.914001465,15,"9","U","Asia/Tokyo","airport","OurAirports"
"2221",2314,"Kanoya Airport","Kanoya","Japan","\N","RJFY",31.3675994873047,130.845001220703,214,"9","U","Asia/Tokyo","airport","OurAirports"
"2222",2315,"Tsuiki Air Field","Tsuiki","Japan","\N","RJFZ",33.6850013733,131.039993286,55,"9","U","Asia/Tokyo","airport","OurAirports"
"2223",2316,"Amami Airport","Amami","Japan","ASJ","RJKA",28.4305992126465,129.712997436523,27,"9","U","Asia/Tokyo","airport","OurAirports"
"2224",2317,"Okierabu Airport","Okierabu","Japan","OKE","RJKB",27.4255008698,128.701004028,101,"9","U","Asia/Tokyo","airport","OurAirports"
"2225",2318,"Tokunoshima Airport","Tokunoshima","Japan","TKN","RJKN",27.8363990783691,128.880996704102,17,"9","U","Asia/Tokyo","airport","OurAirports"
"2226",2319,"Fukui Airport","Fukui","Japan","FKJ","RJNF",36.1427993774,136.223999023,19,"9","U","Asia/Tokyo","airport","OurAirports"
"2227",2320,"Gifu Airport","Gifu","Japan","QGU","RJNG",35.394100189209,136.869995117188,128,"9","U","Asia/Tokyo","airport","OurAirports"
"2228",2321,"Hamamatsu Airport","Hamamatsu","Japan","\N","RJNH",34.7501983642578,137.703002929688,150,"9","U","Asia/Tokyo","airport","OurAirports"
"2229",2322,"Komatsu Airport","Kanazawa","Japan","KMQ","RJNK",36.3945999145508,136.406997680664,36,"9","U","Asia/Tokyo","airport","OurAirports"
"2230",2323,"Oki Airport","Oki Island","Japan","OKI","RJNO",36.1810989379883,133.324996948242,311,"9","U","Asia/Tokyo","airport","OurAirports"
"2231",2324,"Toyama Airport","Toyama","Japan","TOY","RJNT",36.6483001708984,137.188003540039,95,"9","U","Asia/Tokyo","airport","OurAirports"
"2232",2325,"Shizuhama Airport","Yaizu","Japan","\N","RJNY",34.812801361084,138.298004150391,23,"9","U","Asia/Tokyo","airport","OurAirports"
"2233",2326,"Hiroshima Airport","Hiroshima","Japan","HIJ","RJOA",34.4361000061,132.919006348,1088,"9","U","Asia/Tokyo","airport","OurAirports"
"2234",2327,"Okayama Airport","Okayama","Japan","OKJ","RJOB",34.7569007874,133.854995728,806,"9","U","Asia/Tokyo","airport","OurAirports"
"2235",2328,"Izumo Airport","Izumo","Japan","IZO","RJOC",35.4136009216,132.88999939,15,"9","U","Asia/Tokyo","airport","OurAirports"
"2236",2329,"Hofu Airport","Hofu","Japan","\N","RJOF",34.0346984863281,131.54899597168,7,"9","U","Asia/Tokyo","airport","OurAirports"
"2237",2330,"Miho Yonago Airport","Miho","Japan","YGJ","RJOH",35.4921989440918,133.235992431641,20,"9","U","Asia/Tokyo","airport","OurAirports"
"2238",2331,"Iwakuni Mcas","Iwakuni","Japan","\N","IWK",34.14386,132.23575,7,"9","U","Asia/Tokyo","unknown","Legacy"
"2239",2332,"Kōchi Ryōma Airport","Kochi","Japan","KCZ","RJOK",33.546101,133.669006,42,"9","U","Asia/Tokyo","airport","OurAirports"
"2240",2333,"Matsuyama Airport","Matsuyama","Japan","MYJ","RJOM",33.8272018432617,132.699996948242,25,"9","U","Asia/Tokyo","airport","OurAirports"
"2241",2334,"Osaka International Airport","Osaka","Japan","ITM","RJOO",34.7854995727539,135.438003540039,50,"9","U","Asia/Tokyo","airport","OurAirports"
"2242",2335,"Tottori Airport","Tottori","Japan","TTJ","RJOR",35.5301017761,134.167007446,65,"9","U","Asia/Tokyo","airport","OurAirports"
"2243",2336,"Tokushima Airport/JMSDF Air Base","Tokushima","Japan","TKS","RJOS",34.132801,134.606995,26,"9","U","Asia/Tokyo","airport","OurAirports"
"2244",2337,"Takamatsu Airport","Takamatsu","Japan","TAK","RJOT",34.2141990662,134.01600647,607,"9","U","Asia/Tokyo","airport","OurAirports"
"2245",2338,"Yao Airport","Osaka","Japan","\N","RJOY",34.5962982177734,135.602996826172,39,"9","U","Asia/Tokyo","airport","OurAirports"
"2246",2339,"Ozuki Airport","Ozuki","Japan","\N","RJOZ",34.0452995300293,131.052001953125,13,"9","U","Asia/Tokyo","airport","OurAirports"
"2247",2340,"Aomori Airport","Aomori","Japan","AOJ","RJSA",40.7346992492676,140.690994262695,664,"9","U","Asia/Tokyo","airport","OurAirports"
"2248",2341,"Yamagata Airport","Yamagata","Japan","GAJ","RJSC",38.4118995667,140.371002197,353,"9","U","Asia/Tokyo","airport","OurAirports"
"2249",2342,"Sado Airport","Sado","Japan","SDS","RJSD",38.0601997375,138.414001465,88,"9","U","Asia/Tokyo","airport","OurAirports"
"2250",2343,"Hachinohe Airport","Hachinoe","Japan","HHE","RJSH",40.5564002990723,141.466003417969,152,"9","U","Asia/Tokyo","airport","OurAirports"
"2251",2344,"Hanamaki Airport","Hanamaki","Japan","HNA","RJSI",39.4286003112793,141.134994506836,297,"9","U","Asia/Tokyo","airport","OurAirports"
"2252",2345,"Akita Airport","Akita","Japan","AXT","RJSK",39.6156005859375,140.218994140625,313,"9","U","Asia/Tokyo","airport","OurAirports"
"2253",2346,"Misawa Air Base","Misawa","Japan","MSJ","RJSM",40.7032012939,141.367996216,119,"9","U","Asia/Tokyo","airport","OurAirports"
"2254",2347,"Sendai Airport","Sendai","Japan","SDJ","RJSS",38.1397018433,140.917007446,15,"9","U","Asia/Tokyo","airport","OurAirports"
"2255",2348,"Matsushima Air Base","Matsushima","Japan","\N","RJST",38.4048995972,141.220001221,7,"9","U","Asia/Tokyo","airport","OurAirports"
"2256",2350,"Atsugi Naval Air Facility","Atsugi","Japan","NJA","RJTA",35.4546012878418,139.449996948242,205,"9","U","Asia/Tokyo","airport","OurAirports"
"2257",2351,"Tateyama Airport","Tateyama","Japan","\N","RJTE",34.987099,139.828995,10,"9","U","Asia/Tokyo","airport","OurAirports"
"2258",2352,"Hachijojima Airport","Hachijojima","Japan","HAC","RJTH",33.1150016785,139.785995483,303,"9","U","Asia/Tokyo","airport","OurAirports"
"2259",2353,"Iruma Air Base","Iruma","Japan","\N","RJTJ",35.8418998718262,139.410995483398,295,"9","U","Asia/Tokyo","airport","OurAirports"
"2260",2354,"Kisarazu Airport","Kisarazu","Japan","\N","RJTK",35.3983001708984,139.910003662109,10,"9","U","Asia/Tokyo","airport","OurAirports"
"2261",2355,"Shimofusa Airport","Shimofusa","Japan","\N","RJTL",35.798900604248,140.011001586914,98,"9","U","Asia/Tokyo","airport","OurAirports"
"2262",2356,"Oshima Airport","Oshima","Japan","OIM","RJTO",34.7820014954,139.36000061,130,"9","U","Asia/Tokyo","airport","OurAirports"
"2263",2358,"Kastner Army Heliport","Zama","Japan","\N","RJTR",35.5138015747,139.393997192,360,"9","U","Asia/Tokyo","airport","OurAirports"
"2264",2359,"Tokyo Haneda International Airport","Tokyo","Japan","HND","RJTT",35.552299,139.779999,35,"9","U","Asia/Tokyo","airport","OurAirports"
"2265",2360,"Yokota Air Base","Yokota","Japan","OKO","RJTY",35.7485008239746,139.348007202148,463,"9","U","Asia/Tokyo","airport","OurAirports"
"2266",2361,"Gwangju Airport","Kwangju","South Korea","KWJ","RKJJ",35.123173,126.805444,39,"9","U","Asia/Seoul","airport","OurAirports"
"2267",2364,"Jeon Ju Airport (G-703)","Jhunju","South Korea","CHN","RKJU",35.87808,127.119112,96,"9","U","Asia/Seoul","airport","OurAirports"
"2268",2365,"Yeosu Airport","Yeosu","South Korea","RSU","RKJY",34.8423004150391,127.616996765137,53,"9","U","Asia/Seoul","airport","OurAirports"
"2269",2366,"Sokcho Airport","Sokch'o","South Korea","\N","RKND",38.1426010131836,128.598999023438,92,"9","U","Asia/Seoul","airport","OurAirports"
"2270",2367,"Gangneung Airport (K-18)","Kangnung","South Korea","KAG","RKNN",37.753601,128.943915,35,"9","U","Asia/Seoul","airport","OurAirports"
"2271",2370,"Jeju International Airport","Cheju","South Korea","CJU","RKPC",33.5112991333008,126.49299621582,118,"9","U","Asia/Seoul","airport","OurAirports"
"2272",2371,"Jinhae Airbase/Airport (G-813/K-10)","Chinhae","South Korea","CHF","RKPE",35.140248,128.696229,8,"9","U","Asia/Seoul","airport","OurAirports"
"2273",2372,"Gimhae International Airport","Busan","South Korea","PUS","RKPK",35.1795005798,128.93800354,6,"9","U","Asia/Seoul","airport","OurAirports"
"2274",2374,"Ulsan Airport","Ulsan","South Korea","USN","RKPU",35.59349823,129.352005005,45,"9","U","Asia/Seoul","airport","OurAirports"
"2275",2375,"A 511 Airport","Pyongtaek","South Korea","\N","RKSG",36.9622001647949,127.03099822998,51,"9","U","Asia/Seoul","airport","OurAirports"
"2276",2376,"Seoul Air Base (K-16)","Seoul East","South Korea","SSN","RKSM",37.444744,127.112718,92,"9","U","Asia/Seoul","airport","OurAirports"
"2277",2377,"Osan Air Base","Osan","South Korea","OSN","RKSO",37.090599,127.029999,38,"9","U","Asia/Seoul","airport","OurAirports"
"2278",2378,"Gimpo International Airport","Seoul","South Korea","GMP","RKSS",37.5583,126.791,59,"9","U","Asia/Seoul","airport","OurAirports"
"2279",2379,"Suwon Airport","Suwon","South Korea","SWU","RKSW",37.2393989562988,127.00700378418,88,"9","U","Asia/Seoul","airport","OurAirports"
"2280",2380,"Pohang Airport (G-815/K-3)","Pohang","South Korea","KPO","RKTH",35.987955,129.420383,70,"9","U","Asia/Seoul","airport","OurAirports"
"2281",2381,"Daegu Airport","Taegu","South Korea","TAE","RKTN",35.896872,128.65531,116,"9","U","Asia/Seoul","airport","OurAirports"
"2282",2383,"Yecheon Airbase","Yechon","South Korea","YEC","RKTY",36.630373,128.34971,354,"9","U","Asia/Seoul","airport","OurAirports"
"2283",2384,"Naha Airport","Okinawa","Japan","OKA","ROAH",26.1958007812,127.646003723,12,"9","N","Asia/Tokyo","airport","OurAirports"
"2284",2385,"Ie Shima Auxiliary Air Base","Iejima","Japan","\N","RODE",26.725757598877,127.76490020752,184,"9","U","Asia/Tokyo","airport","OurAirports"
"2285",2386,"Kadena Air Base","Kadena","Japan","DNA","RODN",26.3556,127.767998,143,"9","U","Asia/Tokyo","airport","OurAirports"
"2286",2387,"New Ishigaki Airport","Ishigaki","Japan","ISG","ROIG",24.396389,124.245,102,"9","U","Asia/Tokyo","airport","OurAirports"
"2287",2388,"Kumejima Airport","Kumejima","Japan","UEO","ROKJ",26.3635005950928,126.713996887207,23,"9","U","Asia/Tokyo","airport","OurAirports"
"2288",2389,"Minami-Daito Airport","Minami Daito","Japan","MMD","ROMD",25.8465003967,131.263000488,167,"9","U","Asia/Tokyo","airport","OurAirports"
"2289",2390,"Miyako Airport","Miyako","Japan","MMY","ROMY",24.7828006744,125.294998169,150,"9","U","Asia/Tokyo","airport","OurAirports"
"2290",2391,"Kitadaito Airport","Kitadaito","Japan","KTD","RORK",25.9447002411,131.32699585,80,"9","U","Asia/Tokyo","airport","OurAirports"
"2291",2392,"Shimojishima Airport","Shimojishima","Japan","SHI","RORS",24.8267002106,125.144996643,54,"9","U","Asia/Tokyo","airport","OurAirports"
"2292",2393,"Tarama Airport","Tarama","Japan","TRA","RORT",24.6539001465,124.675003052,36,"9","U","Asia/Tokyo","airport","OurAirports"
"2293",2394,"Yoron Airport","Yoron","Japan","RNJ","RORY",27.0440006256,128.401992798,52,"9","U","Asia/Tokyo","airport","OurAirports"
"2294",2395,"Futenma Marine Corps Air Station","Futema","Japan","\N","ROTM",26.274299621582,127.755996704102,247,"9","U","Asia/Tokyo","airport","OurAirports"
"2295",2396,"Yonaguni Airport","Yonaguni Jima","Japan","OGN","ROYN",24.4668998718262,122.977996826172,70,"9","U","Asia/Tokyo","airport","OurAirports"
"2296",2397,"Ninoy Aquino International Airport","Manila","Philippines","MNL","RPLL",14.5086,121.019997,75,"8","N","Asia/Manila","airport","OurAirports"
"2297",2399,"Awang Airport","Cotabato","Philippines","CBO","RPMC",7.1652398109436,124.209999084473,189,"8","N","Asia/Manila","airport","OurAirports"
"2298",2400,"Cagayan De Oro Airport","Ladag","Philippines","\N","RPML",8.41562,124.611,601,"8","N","Asia/Manila","airport","OurAirports"
"2299",2401,"Pagadian Airport","Pagadian","Philippines","PAG","RPMP",7.83073144787,123.461179733,5,"8","N","Asia/Manila","airport","OurAirports"
"2300",2402,"General Santos International Airport","Romblon","Philippines","GES","RPMR",6.05800008774,125.096000671,505,"8","N","Asia/Manila","airport","OurAirports"
"2301",2404,"Zamboanga International Airport","Zamboanga","Philippines","ZAM","RPMZ",6.92242002487183,122.059997558594,33,"8","N","Asia/Manila","airport","OurAirports"
"2302",2405,"Loakan Airport","Baguio","Philippines","BAG","RPUB",16.3750991821289,120.620002746582,4251,"8","N","Asia/Manila","airport","OurAirports"
"2303",2406,"Daet Airport","Daet","Philippines","DTE","RPUD",14.1291999816895,122.980003356934,10,"8","N","Asia/Manila","airport","OurAirports"
"2304",2407,"Basa Air Base","Floridablanca","Philippines","\N","RPUF",14.98724,120.492554,151,"8","N","Asia/Manila","airport","OurAirports"
"2305",2408,"Lingayen Airport","Lingayen","Philippines","\N","RPUG",16.0347995758057,120.240997314453,7,"8","N","Asia/Manila","airport","OurAirports"
"2306",2409,"San Jose Airport","San Jose","Philippines","SJI","RPUH",12.3614997864,121.04699707,14,"8","N","Asia/Manila","airport","OurAirports"
"2307",2410,"Fernando Air Base","Lipa","Philippines","\N","RPUL",13.9549999237061,121.125,1220,"8","N","Asia/Manila","airport","OurAirports"
"2308",2411,"Mamburao Airport","Mamburao","Philippines","MBO","RPUM",13.2081003189087,120.605003356934,13,"8","N","Asia/Manila","airport","OurAirports"
"2309",2414,"Vigan Airport","Vigan","Philippines","\N","RPUQ",17.5552997589111,120.356002807617,16,"8","N","Asia/Manila","airport","OurAirports"
"2310",2415,"Dr.Juan C. Angara Airport","Baler","Philippines","BQA","RPUR",15.729309,121.500034,108,"8","N","Asia/Manila","airport","OurAirports"
"2311",2421,"Bagabag Airport","Bagabag","Philippines","\N","RPUZ",16.6192,121.251999,820,"8","N","Asia/Manila","airport","OurAirports"
"2312",2422,"Daniel Z. Romualdez Airport","Tacloban","Philippines","TAC","RPVA",11.228035,125.027761,10,"8","N","Asia/Manila","airport","OurAirports"
"2313",2423,"Bacolod-Silay Airport","Bacolod","Philippines","BCD","RPVB",10.7764,123.014999,82,"8","N","Asia/Manila","airport","OurAirports"
"2314",2425,"Sibulan Airport","Dumaguete","Philippines","DGT","RPVD",9.3337097168,123.300003052,15,"8","N","Asia/Manila","airport","OurAirports"
"2315",2426,"Godofredo P. Ramos Airport","Caticlan","Philippines","MPH","RPVE",11.9245,121.954002,7,"8","N","Asia/Manila","airport","OurAirports"
"2316",2428,"Guiuan Airport","Guiuan","Philippines","\N","RPVG",11.0354995728,125.741996765,7,"8","N","Asia/Manila","airport","OurAirports"
"2317",2429,"Iloilo International Airport","Iloilo","Philippines","ILO","RPVI",10.833017,122.493358,27,"8","N","Asia/Manila","airport","OurAirports"
"2318",2430,"Kalibo International Airport","Kalibo","Philippines","KLO","RPVK",11.679400444,122.375999451,14,"8","N","Asia/Manila","airport","OurAirports"
"2319",2433,"Puerto Princesa Airport","Puerto Princesa","Philippines","PPS","RPVP",9.74211978912354,118.759002685547,71,"8","N","Asia/Manila","airport","OurAirports"
"2320",2435,"Evelio Javier Airport","San Jose","Philippines","EUQ","RPVS",10.765999794,121.932998657,23,"8","N","Asia/Manila","airport","OurAirports"
"2321",2436,"Comodoro Pierrestegui Airport","Concordia","Argentina","COC","SAAC",-31.2969,-57.9966,112,"-3","N","America/Cordoba","airport","OurAirports"
"2322",2437,"Gualeguaychu Airport","Gualeguaychu","Argentina","GHU","SAAG",-33.0103,-58.6131,75,"-3","N","America/Cordoba","airport","OurAirports"
"2323",2438,"Junin Airport","Junin","Argentina","JNI","SAAJ",-34.5459,-60.9306,262,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2324",2439,"General Urquiza Airport","Parana","Argentina","PRA","SAAP",-31.7948,-60.4804,242,"-3","N","America/Cordoba","airport","OurAirports"
"2325",2440,"Islas Malvinas Airport","Rosario","Argentina","ROS","SAAR",-32.9036,-60.785,85,"-3","N","America/Cordoba","airport","OurAirports"
"2326",2441,"Sauce Viejo Airport","Santa Fe","Argentina","SFN","SAAV",-31.7117,-60.8117,55,"-3","N","America/Cordoba","airport","OurAirports"
"2327",2442,"Jorge Newbery Airpark","Buenos Aires","Argentina","AEP","SABE",-34.5592,-58.4156,18,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2328",2443,"Ingeniero Ambrosio Taravella Airport","Cordoba","Argentina","COR","SACO",-31.323601,-64.208,1604,"-3","N","America/Cordoba","airport","OurAirports"
"2329",2444,"Chamical Airport","Gobernador Gordillo","Argentina","\N","SACT",-30.34530067,-66.29360198,1502,"-3","N","America/Argentina/La_Rioja","airport","OurAirports"
"2330",2445,"San Fernando Airport","San Fernando","Argentina","FDO","SADF",-34.4532,-58.5896,10,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2331",2446,"Mariano Moreno Airport","Jose C. Paz","Argentina","\N","SADJ",-34.5606,-58.7896,105,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2332",2447,"La Plata Airport","La Plata","Argentina","LPG","SADL",-34.9722,-57.8947,72,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2333",2448,"Moron Airport","Moron","Argentina","\N","SADM",-34.6763,-58.6428,95,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2334",2449,"El Palomar Airport","El Palomar","Argentina","EPA","SADP",-34.6099,-58.6126,59,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2335",2450,"Chos Malal Airport","Chosmadal","Argentina","HOS","SAHC",-37.4446983337,-70.2225036621,2788,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2336",2451,"Dr. Arturo H. Illia Airport","Fuerte Gral Roca","Argentina","GNR","SAHR",-39.0007019043,-67.6204986572,852,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2337",2452,"El Plumerillo Airport","Mendoza","Argentina","MDZ","SAME",-32.8316993713,-68.7929000854,2310,"-3","N","America/Mendoza","airport","OurAirports"
"2338",2453,"Comodoro D.R. Salomón Airport","Malargue","Argentina","LGS","SAMM",-35.493598938,-69.5743026733,4685,"-3","N","America/Mendoza","airport","OurAirports"
"2339",2454,"Suboficial Ay Santiago Germano Airport","San Rafael","Argentina","AFA","SAMR",-34.588299,-68.4039,2470,"-3","N","America/Mendoza","airport","OurAirports"
"2340",2455,"Catamarca Airport","Catamarca","Argentina","CTC","SANC",-28.5956001282,-65.751701355,1522,"-3","N","America/Catamarca","airport","OurAirports"
"2341",2456,"Vicecomodoro Angel D. La Paz Aragonés Airport","Santiago Del Estero","Argentina","SDE","SANE",-27.7655563354,-64.3099975586,656,"-3","N","America/Cordoba","airport","OurAirports"
"2342",2457,"Tinogasta Airport","Tinogasta","Argentina","\N","SANI",-28.0377998352,-67.5802993774,3968,"-3","N","America/Catamarca","airport","OurAirports"
"2343",2458,"Capitan V A Almonacid Airport","La Rioja","Argentina","IRJ","SANL",-29.3815994263,-66.7957992554,1437,"-3","N","America/Argentina/La_Rioja","airport","OurAirports"
"2344",2459,"Chilecito Airport","Chilecito","Argentina","\N","SANO",-29.2238998413,-67.4389038086,3099,"-3","N","America/Argentina/La_Rioja","airport","OurAirports"
"2345",2460,"Teniente Benjamin Matienzo Airport","Tucuman","Argentina","TUC","SANT",-26.8409,-65.104897,1493,"-3","N","America/Argentina/Tucuman","airport","OurAirports"
"2346",2461,"Domingo Faustino Sarmiento Airport","San Juan","Argentina","UAQ","SANU",-31.571501,-68.418198,1958,"-3","N","America/Argentina/San_Juan","airport","OurAirports"
"2347",2462,"Area De Material Airport","Rio Cuarto","Argentina","RCU","SAOC",-33.0850982666,-64.2612991333,1380,"-3","N","America/Cordoba","airport","OurAirports"
"2348",2463,"Villa Dolores Airport","Villa Dolores","Argentina","VDR","SAOD",-31.9451999664,-65.1463012695,1847,"-3","N","America/Cordoba","airport","OurAirports"
"2349",2464,"La Quiaca Airport","Laboulaye","Argentina","\N","SAOL",-22.1506004333,-65.5774993896,11414,"-3","N","America/Jujuy","airport","OurAirports"
"2350",2465,"Marcos Juarez Airport","Marcos Juarez","Argentina","\N","SAOM",-32.6836,-62.157801,360,"-3","N","America/Cordoba","airport","OurAirports"
"2351",2466,"Villa Reynolds Airport","Villa Reynolds","Argentina","VME","SAOR",-33.7299003601,-65.3873977661,1591,"-3","N","America/Argentina/San_Luis","airport","OurAirports"
"2352",2467,"Brigadier Mayor D Cesar Raul Ojeda Airport","San Luis","Argentina","LUQ","SAOU",-33.2732009888,-66.3563995361,2328,"-3","N","America/Argentina/San_Luis","airport","OurAirports"
"2353",2468,"Corrientes Airport","Corrientes","Argentina","CNQ","SARC",-27.4455,-58.7619,202,"-3","N","America/Cordoba","airport","OurAirports"
"2354",2469,"Resistencia International Airport","Resistencia","Argentina","RES","SARE",-27.45,-59.0561,173,"-3","N","America/Cordoba","airport","OurAirports"
"2355",2470,"Formosa Airport","Formosa","Argentina","FMA","SARF",-26.2127,-58.2281,193,"-3","N","America/Cordoba","airport","OurAirports"
"2356",2471,"Cataratas Del Iguazú International Airport","Iguazu Falls","Argentina","IGR","SARI",-25.737301,-54.4734,916,"-3","N","America/Cordoba","airport","OurAirports"
"2357",2472,"Paso De Los Libres Airport","Paso De Los Libres","Argentina","AOL","SARL",-29.6894,-57.1521,230,"-3","N","America/Cordoba","airport","OurAirports"
"2358",2473,"Monte Caseros Airport","Monte Caseros","Argentina","MCS","SARM",-30.2719,-57.6402,170,"-3","N","America/Cordoba","airport","OurAirports"
"2359",2474,"Libertador Gral D Jose De San Martin Airport","Posadas","Argentina","PSS","SARP",-27.3858,-55.9707,430,"-3","N","America/Cordoba","airport","OurAirports"
"2360",2475,"Termal Airport","Presidencia R.s.pena","Argentina","PRQ","SARS",-26.753611,-60.492222,308,"-3","N","America/Cordoba","airport","OurAirports"
"2361",2476,"Martin Miguel De Guemes International Airport","Salta","Argentina","SLA","SASA",-24.8560009003,-65.4861984253,4088,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2362",2477,"Gobernador Horacio Guzman International Airport","Jujuy","Argentina","JUJ","SASJ",-24.392799,-65.097801,3019,"-3","N","America/Jujuy","airport","OurAirports"
"2363",2478,"Orán Airport","Oran","Argentina","ORA","SASO",-23.1527996063,-64.3292007446,1171,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2364",2479,"Laboulaye Airport","La Quiaca","Argentina","\N","SASQ",-34.1353988647,-63.3623008728,449,"-3","N","America/Cordoba","airport","OurAirports"
"2365",2481,"El Dorado Airport","El Dorado","Argentina","ELO","SATD",-26.3974990845,-54.5746994019,685,"-3","N","America/Cordoba","airport","OurAirports"
"2366",2482,"Goya Airport","Goya","Argentina","OYA","SATG",-29.1058,-59.2189,128,"-3","N","America/Cordoba","airport","OurAirports"
"2367",2483,"Oberá Airport","Obera","Argentina","\N","SATO",-27.5181999207,-55.1241989136,1125,"-3","N","America/Cordoba","airport","OurAirports"
"2368",2484,"Reconquista Airport","Reconquista","Argentina","RCQ","SATR",-29.2103,-59.68,160,"-3","N","America/Cordoba","airport","OurAirports"
"2369",2485,"Curuzu Cuatia Airport","Curuzu Cuatia","Argentina","UZU","SATU",-29.7706,-57.9789,229,"-3","N","America/Cordoba","airport","OurAirports"
"2370",2486,"El Bolson Airport","El Bolson","Argentina","EHL","SAVB",-41.9431991577,-71.5323028564,1141,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2371",2487,"General E. Mosconi Airport","Comodoro Rivadavia","Argentina","CRD","SAVC",-45.7853,-67.4655,189,"-3","N","America/Catamarca","airport","OurAirports"
"2372",2488,"Brigadier Antonio Parodi Airport","Esquel","Argentina","EQS","SAVE",-42.908000946,-71.139503479,2621,"-3","N","America/Catamarca","airport","OurAirports"
"2373",2490,"Almirante Marco Andres Zar Airport","Trelew","Argentina","REL","SAVT",-43.2105,-65.2703,141,"-3","N","America/Catamarca","airport","OurAirports"
"2374",2491,"Gobernador Castello Airport","Viedma","Argentina","VDM","SAVV",-40.8692,-63.0004,20,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2375",2492,"El Tehuelche Airport","Puerto Madryn","Argentina","PMY","SAVY",-42.7592,-65.1027,427,"-3","N","America/Catamarca","airport","OurAirports"
"2376",2493,"Marambio Base","Marambio Base","Antarctica","\N","SAWB",-64.2382965088,-56.6307983398,760,"12","U","Antarctica/South_Pole","airport","OurAirports"
"2377",2494,"Puerto Deseado Airport","Puerto Deseado","Argentina","PUD","SAWD",-47.7353,-65.9041,268,"-3","N","America/Argentina/Rio_Gallegos","airport","OurAirports"
"2378",2495,"Hermes Quijada International Airport","Rio Grande","Argentina","RGA","SAWE",-53.7777,-67.7494,65,"-3","N","America/Argentina/Ushuaia","airport","OurAirports"
"2379",2496,"Piloto Civil N. Fernández Airport","Rio Gallegos","Argentina","RGL","SAWG",-51.6089,-69.3126,61,"-3","N","America/Argentina/Rio_Gallegos","airport","OurAirports"
"2380",2497,"Malvinas Argentinas Airport","Ushuaia","Argentina","USH","SAWH",-54.8433,-68.2958,102,"-3","N","America/Argentina/Ushuaia","airport","OurAirports"
"2381",2498,"Capitan D Daniel Vazquez Airport","San Julian","Argentina","ULA","SAWJ",-49.3068,-67.8026,203,"-3","N","America/Argentina/Rio_Gallegos","airport","OurAirports"
"2382",2499,"Perito Moreno Airport","Perito Moreno","Argentina","PMQ","SAWP",-46.537899,-70.978699,1410,"-3","N","America/Argentina/Rio_Gallegos","airport","OurAirports"
"2383",2500,"Santa Cruz Airport","Santa Cruz","Argentina","RZA","SAWU",-50.0165,-68.5792,364,"-3","N","America/Argentina/Rio_Gallegos","airport","OurAirports"
"2384",2501,"Comandante Espora Airport","Bahia Blanca","Argentina","BHI","SAZB",-38.725,-62.1693,246,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2385",2502,"Brigadier D.H.E. Ruiz Airport","Colonel Suarez","Argentina","CSZ","SAZC",-37.446098,-61.889301,767,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2386",2503,"Olavarria Airport","Olavarria","Argentina","OVR","SAZF",-36.8899993896,-60.2165985107,551,"-3","N","America/Buenos_Aires","airport","OurAirports"
"2387",2504,"General Pico Airport","General Pico","Argentina","GPO","SAZG",-35.6962013245,-63.7583007812,459,"-3","N","America/Argentina/Salta","airport","OurAirports"
"2388",2505,"Tres Arroyos Airport","Tres Arroyos","Argentina","OYO","SAZH",-38.3869,-60.3297,400,"-3","N","America/Buenos_Aires","airport","OurAirports"
