"","AirportID","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","TzDatabaseTz","Type","Source"
"1",2,"Madang Airport","Madang","Papua New Guinea","MAG","AYMD",-5.20707988739,145.789001465,20,"10","U","Pacific/Port_Moresby","airport","OurAirports"
"2",3,"Mount Hagen Kagamuga Airport","Mount Hagen","Papua New Guinea","HGU","AYMH",-5.82678985595703,144.296005249023,5388,"10","U","Pacific/Port_Moresby","airport","OurAirports"
"3",4,"Nadzab Airport","Nadzab","Papua New Guinea","LAE","AYNZ",-6.569803,146.725977,239,"10","U","Pacific/Port_Moresby","airport","OurAirports"
"4",5,"Port Moresby Jacksons International Airport","Port Moresby","Papua New Guinea","POM","AYPY",-9.44338035583496,147.220001220703,146,"10","U","Pacific/Port_Moresby","airport","OurAirports"
"5",6,"Wewak International Airport","Wewak","Papua New Guinea","WWK","AYWK",-3.58383011818,143.669006348,19,"10","U","Pacific/Port_Moresby","airport","OurAirports"
"6",7,"Narsarsuaq Airport","Narssarssuaq","Greenland","UAK","BGBW",61.1604995728,-45.4259986877,112,"-3","E","America/Godthab","airport","OurAirports"
"7",8,"Godthaab / Nuuk Airport","Godthaab","Greenland","GOH","BGGH",64.19090271,-51.6781005859,283,"-3","E","America/Godthab","airport","OurAirports"
"8",9,"Kangerlussuaq Airport","Sondrestrom","Greenland","SFJ","BGSF",67.0122218992,-50.7116031647,165,"-3","E","America/Godthab","airport","OurAirports"
"9",10,"Thule Air Base","Thule","Greenland","THU","BGTL",76.5311965942,-68.7032012939,251,"-4","E","America/Thule","airport","OurAirports"
"10",11,"Akureyri Airport","Akureyri","Iceland","AEY","BIAR",65.6600036621094,-18.0727005004883,6,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"11",12,"Egilsstaðir Airport","Egilsstadir","Iceland","EGS","BIEG",65.2833023071289,-14.4013996124268,76,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"12",13,"Hornafjörður Airport","Hofn","Iceland","HFN","BIHN",64.295601,-15.2272,24,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"13",14,"Húsavík Airport","Husavik","Iceland","HZK","BIHU",65.952301,-17.426001,48,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"14",15,"Ísafjörður Airport","Isafjordur","Iceland","IFJ","BIIS",66.0580978393555,-23.1352996826172,8,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"15",16,"Keflavik International Airport","Keflavik","Iceland","KEF","BIKF",63.985000610352,-22.605600357056,171,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"16",17,"Patreksfjörður Airport","Patreksfjordur","Iceland","PFJ","BIPA",65.555801,-23.965,11,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"17",18,"Reykjavik Airport","Reykjavik","Iceland","RKV","BIRK",64.1299972534,-21.9405994415,48,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"18",19,"Siglufjörður Airport","Siglufjordur","Iceland","SIJ","BISI",66.133301,-18.9167,10,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"19",20,"Vestmannaeyjar Airport","Vestmannaeyjar","Iceland","VEY","BIVM",63.4243011474609,-20.2789001464844,326,"0","N","Atlantic/Reykjavik","airport","OurAirports"
"20",21,"Sault Ste Marie Airport","Sault Sainte Marie","Canada","YAM","CYAM",46.4850006103516,-84.5093994140625,630,"-5","A","America/Toronto","airport","OurAirports"
"21",22,"Winnipeg / St. Andrews Airport","Winnipeg","Canada","\N","CYAV",50.0564002991,-97.0325012207,760,"-6","A","America/Winnipeg","airport","OurAirports"
"22",23,"Halifax / CFB Shearwater Heliport","Halifax","Canada","\N","CYAW",44.639702,-63.499401,144,"-4","A","America/Halifax","airport","OurAirports"
"23",24,"St. Anthony Airport","St. Anthony","Canada","YAY","CYAY",51.3918991089,-56.0830993652,108,"-3.5","A","America/St_Johns","airport","OurAirports"
"24",25,"Tofino / Long Beach Airport","Tofino","Canada","YAZ","CYAZ",49.079833,-125.775583,80,"-8","A","America/Vancouver","airport","OurAirports"
"25",26,"Kugaaruk Airport","Pelly Bay","Canada","YBB","CYBB",68.534401,-89.808098,56,"-7","A","America/Edmonton","airport","OurAirports"
"26",27,"Baie Comeau Airport","Baie Comeau","Canada","YBC","CYBC",49.1324996948242,-68.2043991088867,71,"-5","A","America/Toronto","airport","OurAirports"
"27",28,"CFB Bagotville","Bagotville","Canada","YBG","CYBG",48.3306007385254,-70.9963989257812,522,"-5","A","America/Toronto","airport","OurAirports"
"28",29,"Baker Lake Airport","Baker Lake","Canada","YBK","CYBK",64.2988967896,-96.077796936,59,"-6","A","America/Winnipeg","airport","OurAirports"
"29",30,"Campbell River Airport","Campbell River","Canada","YBL","CYBL",49.9508018493652,-125.271003723145,346,"-8","A","America/Vancouver","airport","OurAirports"
"30",31,"Brandon Municipal Airport","Brandon","Canada","YBR","CYBR",49.91,-99.951897,1343,"-6","A","America/Winnipeg","airport","OurAirports"
"31",32,"Cambridge Bay Airport","Cambridge Bay","Canada","YCB","CYCB",69.1081008911,-105.138000488,90,"-7","A","America/Edmonton","airport","OurAirports"
"32",33,"Nanaimo Airport","Nanaimo","Canada","YCD","CYCD",49.0549702249,-123.869862556,92,"-8","A","America/Vancouver","airport","OurAirports"
"33",34,"Castlegar/West Kootenay Regional Airport","Castlegar","Canada","YCG","CYCG",49.2963981628,-117.632003784,1624,"-8","A","America/Vancouver","airport","OurAirports"
"34",35,"Miramichi Airport","Chatham","Canada","YCH","CYCH",47.007801,-65.449203,108,"-4","A","America/Halifax","airport","OurAirports"
"35",36,"Charlo Airport","Charlo","Canada","YCL","CYCL",47.990799,-66.330299,132,"-4","A","America/Halifax","airport","OurAirports"
"36",37,"Kugluktuk Airport","Coppermine","Canada","YCO","CYCO",67.816704,-115.143997,74,"-7","A","America/Edmonton","airport","OurAirports"
"37",38,"Coronation Airport","Coronation","Canada","YCT","CYCT",52.0750007629,-111.444999695,2595,"-7","A","America/Edmonton","airport","OurAirports"
"38",39,"Chilliwack Airport","Chilliwack","Canada","YCW","CYCW",49.1528015137,-121.939002991,32,"-8","A","America/Vancouver","airport","OurAirports"
"39",40,"Clyde River Airport","Clyde River","Canada","YCY","CYCY",70.4860992432,-68.5167007446,87,"-5","A","America/Toronto","airport","OurAirports"
"40",41,"Coral Harbour Airport","Coral Harbour","Canada","YZS","CYZS",64.1932983398,-83.3593978882,210,"-5","A","America/Coral_Harbour","airport","OurAirports"
"41",42,"Dawson City Airport","Dawson","Canada","YDA","CYDA",64.043098449707,-139.128005981445,1215,"-8","A","America/Vancouver","airport","OurAirports"
"42",43,"Burwash Airport","Burwash","Canada","YDB","CYDB",61.3711013793945,-139.041000366211,2647,"-8","A","America/Vancouver","airport","OurAirports"
"43",44,"Princeton Airport","Princeton","Canada","\N","CYDC",49.4681015015,-120.511001587,2298,"-8","A","America/Vancouver","airport","OurAirports"
"44",45,"Deer Lake Airport","Deer Lake","Canada","YDF","CYDF",49.2108001708984,-57.3913993835449,72,"-3.5","A","America/St_Johns","airport","OurAirports"
"45",46,"Dease Lake Airport","Dease Lake","Canada","YDL","CYDL",58.4221992493,-130.031997681,2600,"-8","A","America/Vancouver","airport","OurAirports"
"46",47,"Dauphin Barker Airport","Dauphin","Canada","YDN","CYDN",51.1007995605469,-100.052001953125,999,"-6","A","America/Winnipeg","airport","OurAirports"
"47",48,"Dawson Creek Airport","Dawson Creek","Canada","YDQ","CYDQ",55.7422981262207,-120.182998657227,2148,"-7","A","America/Dawson_Creek","airport","OurAirports"
"48",49,"Edmonton International Airport","Edmonton","Canada","YEG","CYEG",53.3097000122,-113.580001831,2373,"-7","A","America/Edmonton","airport","OurAirports"
"49",50,"Arviat Airport","Eskimo Point","Canada","YEK","CYEK",61.0942001343,-94.0708007812,32,"-6","A","America/Winnipeg","airport","OurAirports"
"50",51,"Estevan Airport","Estevan","Canada","YEN","CYEN",49.2103004456,-102.966003418,1905,"-6","N","America/Regina","airport","OurAirports"
"51",52,"Edson Airport","Edson","Canada","YET","CYET",53.5788993835,-116.464996338,3043,"-7","A","America/Edmonton","airport","OurAirports"
"52",53,"Eureka Airport","Eureka","Canada","YEU","CYEU",79.9946975708,-85.814201355,256,"-6","A","America/Winnipeg","airport","OurAirports"
"53",54,"Inuvik Mike Zubko Airport","Inuvik","Canada","YEV","CYEV",68.3041992188,-133.483001709,224,"-7","A","America/Edmonton","airport","OurAirports"
"54",55,"Iqaluit Airport","Iqaluit","Canada","YFB","CYFB",63.756402,-68.555801,110,"-5","A","America/Toronto","airport","OurAirports"
"55",56,"Fredericton Airport","Fredericton","Canada","YFC","CYFC",45.8689002990723,-66.5372009277344,68,"-4","A","America/Halifax","airport","OurAirports"
"56",57,"Forestville Airport","Forestville","Canada","YFE","CYFE",48.7461013793945,-69.0971984863281,293,"-5","A","America/Toronto","airport","OurAirports"
"57",58,"Flin Flon Airport","Flin Flon","Canada","YFO","CYFO",54.6781005859375,-101.681999206543,997,"-6","A","America/Winnipeg","airport","OurAirports"
"58",59,"Fort Resolution Airport","Fort Resolution","Canada","YFR","CYFR",61.1808013916,-113.690002441,526,"-7","A","America/Edmonton","airport","OurAirports"
"59",60,"Fort Simpson Airport","Fort Simpson","Canada","YFS","CYFS",61.7602005004883,-121.236999511719,555,"-7","A","America/Edmonton","airport","OurAirports"
"60",61,"Kingston Norman Rogers Airport","Kingston","Canada","YGK","CYGK",44.2252998352051,-76.5969009399414,305,"-5","A","America/Toronto","airport","OurAirports"
"61",62,"La Grande Rivière Airport","La Grande Riviere","Canada","YGL","CYGL",53.625301361084,-77.7042007446289,639,"-5","A","America/Toronto","airport","OurAirports"
"62",63,"Gaspé (Michel-Pouliot) Airport","Gaspe","Canada","YGP","CYGP",48.7752990723,-64.4785995483,112,"-5","A","America/Toronto","airport","OurAirports"
"63",64,"Geraldton Greenstone Regional Airport","Geraldton","Canada","YGQ","CYGQ",49.7783012390137,-86.9393997192383,1144,"-5","A","America/Toronto","airport","OurAirports"
"64",65,"Îles-de-la-Madeleine Airport","Iles De La Madeleine","Canada","YGR","CYGR",47.4247016906738,-61.7780990600586,35,"-5","A","America/Toronto","airport","OurAirports"
"65",66,"Hudson Bay Airport","Hudson Bay","Canada","YHB","CYHB",52.8166999817,-102.310997009,1175,"-6","N","America/Regina","airport","OurAirports"
"66",67,"Dryden Regional Airport","Dryden","Canada","YHD","CYHD",49.831699,-92.744202,1354,"-6","A","America/Winnipeg","airport","OurAirports"
"67",68,"Ulukhaktok Holman Airport","Holman Island","Canada","YHI","CYHI",70.7628021240234,-117.805999755859,117,"-7","A","America/Edmonton","airport","OurAirports"
"68",69,"Gjoa Haven Airport","Gjoa Haven","Canada","YHK","CYHK",68.635597229,-95.8497009277,152,"-7","A","America/Edmonton","airport","OurAirports"
"69",70,"John C. Munro Hamilton International Airport","Hamilton","Canada","YHM","CYHM",43.1735992432,-79.9349975586,780,"-5","A","America/Toronto","airport","OurAirports"
"70",71,"Montréal / Saint-Hubert Airport","Montreal","Canada","YHU","CYHU",45.5175018311,-73.4169006348,90,"-5","A","America/Toronto","airport","OurAirports"
"71",72,"Hay River / Merlyn Carter Airport","Hay River","Canada","YHY","CYHY",60.8396987915,-115.782997131,541,"-7","A","America/Edmonton","airport","OurAirports"
"72",73,"Halifax / Stanfield International Airport","Halifax","Canada","YHZ","CYHZ",44.8807983398,-63.5085983276,477,"-4","A","America/Halifax","airport","OurAirports"
"73",74,"Atikokan Municipal Airport","Atikokan","Canada","YIB","CYIB",48.7738990784,-91.6386032104,1408,"-5","A","America/Coral_Harbour","airport","OurAirports"
"74",75,"Pond Inlet Airport","Pond Inlet","Canada","YIO","CYIO",72.6832962036,-77.9666976929,181,"-5","A","America/Toronto","airport","OurAirports"
"75",76,"St Jean Airport","St. Jean","Canada","YJN","CYJN",45.2943992614746,-73.2810974121094,136,"-5","A","America/Toronto","airport","OurAirports"
"76",77,"Stephenville Airport","Stephenville","Canada","YJT","CYJT",48.5442008972168,-58.5499992370605,84,"-3.5","A","America/St_Johns","airport","OurAirports"
"77",78,"Kamloops Airport","Kamloops","Canada","YKA","CYKA",50.7022018433,-120.444000244,1133,"-8","A","America/Vancouver","airport","OurAirports"
"78",79,"Waterloo Airport","Waterloo","Canada","YKF","CYKF",43.4608001709,-80.3786010742,1055,"-5","A","America/Toronto","airport","OurAirports"
"79",80,"Schefferville Airport","Schefferville","Canada","YKL","CYKL",54.8053016662598,-66.8052978515625,1709,"-5","A","America/Toronto","airport","OurAirports"
"80",81,"Kindersley Airport","Kindersley","Canada","YKY","CYKY",51.5175018311,-109.180999756,2277,"-6","N","America/Regina","airport","OurAirports"
"81",82,"Buttonville Municipal Airport","Toronto","Canada","YKZ","CYKZ",43.8622016906738,-79.370002746582,650,"-5","A","America/Toronto","airport","OurAirports"
"82",83,"Chapleau Airport","Chapleau","Canada","YLD","CYLD",47.8199996948242,-83.3467025756836,1470,"-5","A","America/Toronto","airport","OurAirports"
"83",84,"Meadow Lake Airport","Meadow Lake","Canada","YLJ","CYLJ",54.125301361084,-108.523002624512,1576,"-6","N","America/Regina","airport","OurAirports"
"84",85,"Lloydminster Airport","Lloydminster","Canada","YLL","CYLL",53.3092002868652,-110.072998046875,2193,"-7","A","America/Edmonton","airport","OurAirports"
"85",86,"Alert Airport","Alert","Canada","YLT","CYLT",82.5177993774,-62.2806015015,100,"-5","A","America/Toronto","airport","OurAirports"
"86",87,"Kelowna International Airport","Kelowna","Canada","YLW","CYLW",49.9561004639,-119.377998352,1421,"-8","A","America/Vancouver","airport","OurAirports"
"87",88,"Mayo Airport","Mayo","Canada","YMA","CYMA",63.6164016723633,-135.86799621582,1653,"-8","A","America/Vancouver","airport","OurAirports"
"88",89,"Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Canada","YMJ","CYMJ",50.3302993774414,-105.55899810791,1892,"-6","N","America/Regina","airport","OurAirports"
"89",90,"Fort McMurray Airport","Fort Mcmurray","Canada","YMM","CYMM",56.653301239,-111.222000122,1211,"-7","A","America/Edmonton","airport","OurAirports"
"90",91,"Moosonee Airport","Moosonee","Canada","YMO","CYMO",51.2910995483398,-80.6078033447266,30,"-5","A","America/Toronto","airport","OurAirports"
"91",92,"Maniwaki Airport","Maniwaki","Canada","YMW","CYMW",46.2728004456,-75.9906005859,656,"-5","A","America/Toronto","airport","OurAirports"
"92",93,"Montreal International (Mirabel) Airport","Montreal","Canada","YMX","CYMX",45.679501,-74.038696,270,"-5","A","America/Toronto","airport","OurAirports"
"93",94,"Natashquan Airport","Natashquan","Canada","YNA","CYNA",50.189998626709,-61.7891998291016,39,"-5","A","America/Toronto","airport","OurAirports"
"94",95,"Ottawa / Gatineau Airport","Gatineau","Canada","YND","CYND",45.5217018127,-75.5635986328,211,"-5","A","America/Toronto","airport","OurAirports"
"95",96,"Matagami Airport","Matagami","Canada","YNM","CYNM",49.7616996765137,-77.8028030395508,918,"-5","A","America/Toronto","airport","OurAirports"
"96",97,"Old Crow Airport","Old Crow","Canada","YOC","CYOC",67.5706024169922,-139.839004516602,824,"-8","A","America/Vancouver","airport","OurAirports"
"97",98,"CFB Cold Lake","Cold Lake","Canada","YOD","CYOD",54.4049987792969,-110.278999328613,1775,"-7","A","America/Edmonton","airport","OurAirports"
"98",99,"High Level Airport","High Level","Canada","YOJ","CYOJ",58.6213989257812,-117.165000915527,1110,"-7","A","America/Edmonton","airport","OurAirports"
"99",100,"Ottawa Macdonald-Cartier International Airport","Ottawa","Canada","YOW","CYOW",45.3224983215332,-75.6691970825195,374,"-5","A","America/Toronto","airport","OurAirports"
"100",101,"Prince Albert Glass Field","Prince Albert","Canada","YPA","CYPA",53.2141990662,-105.672996521,1405,"-6","N","America/Regina","airport","OurAirports"
"101",102,"Peace River Airport","Peace River","Canada","YPE","CYPE",56.226898,-117.446999,1873,"-7","A","America/Edmonton","airport","OurAirports"
"102",103,"Southport Airport","Portage-la-prairie","Canada","YPG","CYPG",49.903099,-98.273817,885,"-6","A","America/Winnipeg","airport","OurAirports"
"103",104,"Pitt Meadows Airport","Pitt Meadows","Canada","\N","CYPK",49.2160987854004,-122.709999084473,11,"-8","A","America/Vancouver","airport","OurAirports"
"104",105,"Pickle Lake Airport","Pickle Lake","Canada","YPL","CYPL",51.4463996887207,-90.2142028808594,1267,"-5","A","America/Coral_Harbour","airport","OurAirports"
"105",106,"Port Menier Airport","Port Menier","Canada","YPN","CYPN",49.8363990783691,-64.2885971069336,167,"-5","A","America/Toronto","airport","OurAirports"
"106",107,"Peterborough Airport","Peterborough","Canada","YPQ","CYPQ",44.2299995422363,-78.3632965087891,628,"-5","A","America/Toronto","airport","OurAirports"
"107",108,"Prince Rupert Airport","Prince Pupert","Canada","YPR","CYPR",54.2860984802,-130.445007324,116,"-8","A","America/Vancouver","airport","OurAirports"
"108",109,"Fort Chipewyan Airport","Fort Chipewyan","Canada","YPY","CYPY",58.7672004699707,-111.116996765137,761,"-7","A","America/Edmonton","airport","OurAirports"
"109",110,"Muskoka Airport","Muskoka","Canada","YQA","CYQA",44.9747009277344,-79.3032989501953,925,"-5","A","America/Toronto","airport","OurAirports"
"110",111,"Quebec Jean Lesage International Airport","Quebec","Canada","YQB","CYQB",46.7911,-71.393303,244,"-5","A","America/Toronto","airport","OurAirports"
"111",112,"Red Deer Regional Airport","Red Deer Industrial","Canada","YQF","CYQF",52.182201385498,-113.893997192383,2968,"-7","A","America/Edmonton","airport","OurAirports"
"112",113,"Windsor Airport","Windsor","Canada","YQG","CYQG",42.2756004333496,-82.9555969238281,622,"-5","A","America/Toronto","airport","OurAirports"
"113",114,"Watson Lake Airport","Watson Lake","Canada","YQH","CYQH",60.1164016723633,-128.822006225586,2255,"-8","A","America/Vancouver","airport","OurAirports"
"114",115,"Kenora Airport","Kenora","Canada","YQK","CYQK",49.7882995605469,-94.3630981445312,1332,"-6","A","America/Winnipeg","airport","OurAirports"
"115",116,"Lethbridge County Airport","Lethbridge","Canada","YQL","CYQL",49.6302986145,-112.800003052,3048,"-7","A","America/Edmonton","airport","OurAirports"
"116",117,"Greater Moncton International Airport","Moncton","Canada","YQM","CYQM",46.1122016906738,-64.678596496582,232,"-4","A","America/Halifax","airport","OurAirports"
"117",119,"Comox Airport","Comox","Canada","YQQ","CYQQ",49.7108001708984,-124.887001037598,84,"-8","A","America/Vancouver","airport","OurAirports"
"118",120,"Regina International Airport","Regina","Canada","YQR","CYQR",50.4319000244141,-104.666000366211,1894,"-6","N","America/Regina","airport","OurAirports"
"119",121,"Thunder Bay Airport","Thunder Bay","Canada","YQT","CYQT",48.371898651123,-89.3238983154297,653,"-5","A","America/Toronto","airport","OurAirports"
"120",122,"Grande Prairie Airport","Grande Prairie","Canada","YQU","CYQU",55.1796989441,-118.885002136,2195,"-7","A","America/Edmonton","airport","OurAirports"
"121",123,"Yorkton Municipal Airport","Yorkton","Canada","YQV","CYQV",51.2647018432617,-102.46199798584,1635,"-6","N","America/Regina","airport","OurAirports"
"122",124,"North Battleford Airport","North Battleford","Canada","YQW","CYQW",52.7691993713379,-108.244003295898,1799,"-6","N","America/Regina","airport","OurAirports"
"123",125,"Gander International Airport","Gander","Canada","YQX","CYQX",48.9369010925293,-54.5680999755859,496,"-3.5","A","America/St_Johns","airport","OurAirports"
"124",126,"Sydney / J.A. Douglas McCurdy Airport","Sydney","Canada","YQY","CYQY",46.1614,-60.047798,203,"-4","A","America/Halifax","airport","OurAirports"
"125",127,"Quesnel Airport","Quesnel","Canada","YQZ","CYQZ",53.0261001586914,-122.51000213623,1789,"-8","A","America/Vancouver","airport","OurAirports"
"126",128,"Resolute Bay Airport","Resolute","Canada","YRB","CYRB",74.7169036865,-94.9693984985,215,"-6","A","America/Winnipeg","airport","OurAirports"
"127",129,"Rivière-du-Loup Airport","Riviere Du Loup","Canada","YRI","CYRI",47.7644004821777,-69.5847015380859,427,"-5","A","America/Toronto","airport","OurAirports"
"128",130,"Roberval Airport","Roberval","Canada","YRJ","CYRJ",48.5200004577637,-72.2656021118164,586,"-5","A","America/Toronto","airport","OurAirports"
"129",131,"Rocky Mountain House Airport","Rocky Mountain House","Canada","YRM","CYRM",52.4296989441,-114.903999329,3244,"-7","A","America/Edmonton","airport","OurAirports"
"130",132,"Rankin Inlet Airport","Rankin Inlet","Canada","YRT","CYRT",62.8114013672,-92.1157989502,94,"-6","A","America/Winnipeg","airport","OurAirports"
"131",133,"Sudbury Airport","Sudbury","Canada","YSB","CYSB",46.625,-80.7988967895508,1141,"-5","A","America/Toronto","airport","OurAirports"
"132",134,"Sherbrooke Airport","Sherbrooke","Canada","YSC","CYSC",45.4385986328125,-71.6913986206055,792,"-5","A","America/Toronto","airport","OurAirports"
"133",135,"Saint John Airport","St. John","Canada","YSJ","CYSJ",45.3161010742188,-65.8902969360352,357,"-4","A","America/Halifax","airport","OurAirports"
"134",136,"Fort Smith Airport","Fort Smith","Canada","YSM","CYSM",60.0203018188477,-111.96199798584,671,"-7","A","America/Edmonton","airport","OurAirports"
"135",137,"Nanisivik Airport","Nanisivik","Canada","YSR","CYSR",72.982201,-84.613602,2106,"-5","A","America/Toronto","airport","OurAirports"
"136",138,"Summerside Airport","Summerside","Canada","YSU","CYSU",46.440601348877,-63.8335990905762,56,"-4","A","America/Halifax","airport","OurAirports"
"137",139,"Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport","Sachs Harbour","Canada","YSY","CYSY",71.9938964844,-125.242996216,282,"-7","A","America/Edmonton","airport","OurAirports"
"138",140,"Cape Dorset Airport","Cape Dorset","Canada","YTE","CYTE",64.2300033569,-76.5267028809,164,"-5","A","America/Toronto","airport","OurAirports"
"139",141,"Thompson Airport","Thompson","Canada","YTH","CYTH",55.8011016845703,-97.8641967773438,729,"-6","A","America/Winnipeg","airport","OurAirports"
"140",142,"CFB Trenton","Trenton","Canada","YTR","CYTR",44.1189002990723,-77.5280990600586,283,"-5","A","America/Toronto","airport","OurAirports"
"141",143,"Timmins/Victor M. Power","Timmins","Canada","YTS","CYTS",48.5696983337,-81.376701355,967,"-5","A","America/Toronto","airport","OurAirports"
"142",144,"Billy Bishop Toronto City Centre Airport","Toronto","Canada","YTZ","CYTZ",43.627499,-79.396202,252,"-5","A","America/Toronto","airport","OurAirports"
"143",145,"Tuktoyaktuk Airport","Tuktoyaktuk","Canada","YUB","CYUB",69.4332962036133,-133.026000976562,15,"-7","A","America/Edmonton","airport","OurAirports"
"144",146,"Montreal / Pierre Elliott Trudeau International Airport","Montreal","Canada","YUL","CYUL",45.4706001282,-73.7407989502,118,"-5","A","America/Toronto","airport","OurAirports"
"145",147,"Repulse Bay Airport","Repulse Bay","Canada","YUT","CYUT",66.5214004517,-86.2247009277,80,"-6","A","America/Winnipeg","airport","OurAirports"
"146",148,"Hall Beach Airport","Hall Beach","Canada","YUX","CYUX",68.7761001587,-81.2425,30,"-5","A","America/Toronto","airport","OurAirports"
"147",149,"Rouyn Noranda Airport","Rouyn","Canada","YUY","CYUY",48.2061004638672,-78.8356018066406,988,"-5","A","America/Toronto","airport","OurAirports"
"148",150,"La Ronge Airport","La Ronge","Canada","YVC","CYVC",55.1514015198,-105.262001038,1242,"-6","N","America/Regina","airport","OurAirports"
"149",151,"Vermilion Airport","Vermillion","Canada","YVG","CYVG",53.3558006287,-110.823997498,2025,"-7","A","America/Edmonton","airport","OurAirports"
"150",152,"Qikiqtarjuaq Airport","Broughton Island","Canada","YVM","CYVM",67.5457992554,-64.0314025879,21,"-5","A","America/Toronto","airport","OurAirports"
"151",153,"Val-d'Or Airport","Val D'or","Canada","YVO","CYVO",48.0532989502,-77.7827987671,1107,"-5","A","America/Toronto","airport","OurAirports"
"152",154,"Kuujjuaq Airport","Quujjuaq","Canada","YVP","CYVP",58.0960998535156,-68.4269027709961,129,"-5","A","America/Toronto","airport","OurAirports"
"153",155,"Norman Wells Airport","Norman Wells","Canada","YVQ","CYVQ",65.2816009521484,-126.797996520996,238,"-7","A","America/Edmonton","airport","OurAirports"
"154",156,"Vancouver International Airport","Vancouver","Canada","YVR","CYVR",49.193901062,-123.183998108,14,"-8","A","America/Vancouver","airport","OurAirports"
"155",157,"Buffalo Narrows Airport","Buffalo Narrows","Canada","YVT","CYVT",55.8418998718,-108.417999268,1423,"-6","N","America/Regina","airport","OurAirports"
"156",158,"Wiarton Airport","Wiarton","Canada","YVV","CYVV",44.7458,-81.107201,729,"-5","A","America/Toronto","airport","OurAirports"
"157",159,"Petawawa Airport","Petawawa","Canada","YWA","CYWA",45.9522018432617,-77.3191986083984,427,"-5","A","America/Toronto","airport","OurAirports"
"158",160,"Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada","YWG","CYWG",49.9099998474,-97.2398986816,783,"-6","A","America/Winnipeg","airport","OurAirports"
"159",161,"Wabush Airport","Wabush","Canada","YWK","CYWK",52.9219017028809,-66.8644027709961,1808,"-4","A","America/Halifax","airport","OurAirports"
"160",162,"Williams Lake Airport","Williams Lake","Canada","YWL","CYWL",52.1831016541,-122.054000854,3085,"-8","A","America/Vancouver","airport","OurAirports"
"161",163,"Wrigley Airport","Wrigley","Canada","YWY","CYWY",63.209400177002,-123.436996459961,489,"-7","A","America/Edmonton","airport","OurAirports"
"162",164,"Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada","YXC","CYXC",49.610801696777,-115.78199768066,3082,"-7","A","America/Edmonton","airport","OurAirports"
"163",165,"Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada","YXD","CYXD",53.5724983215,-113.521003723,2202,"-7","A","America/Edmonton","airport","OurAirports"
"164",166,"Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","YXE","CYXE",52.1707992553711,-106.699996948242,1653,"-6","N","America/Regina","airport","OurAirports"
"165",167,"Medicine Hat Airport","Medicine Hat","Canada","YXH","CYXH",50.0189018249512,-110.721000671387,2352,"-7","A","America/Edmonton","airport","OurAirports"
"166",168,"Fort St John Airport","Fort Saint John","Canada","YXJ","CYXJ",56.2380981445312,-120.73999786377,2280,"-7","A","America/Dawson_Creek","airport","OurAirports"
"167",169,"Sioux Lookout Airport","Sioux Lookout","Canada","YXL","CYXL",50.113899230957,-91.9052963256836,1258,"-6","A","America/Winnipeg","airport","OurAirports"
"168",170,"Pangnirtung Airport","Pangnirtung","Canada","YXP","CYXP",66.1449966431,-65.7136001587,75,"-5","A","America/Toronto","airport","OurAirports"
"169",171,"Earlton (Timiskaming Regional) Airport","Earlton","Canada","YXR","CYXR",47.6974006546,-79.8473453522,800,"-5","A","America/Toronto","airport","OurAirports"
"170",172,"Prince George Airport","Prince George","Canada","YXS","CYXS",53.8894004822,-122.679000854,2267,"-8","A","America/Vancouver","airport","OurAirports"
"171",173,"Northwest Regional Airport Terrace-Kitimat","Terrace","Canada","YXT","CYXT",54.468498,-128.576009,713,"-8","A","America/Vancouver","airport","OurAirports"
"172",174,"London Airport","London","Canada","YXU","CYXU",43.035599,-81.1539,912,"-5","A","America/Toronto","airport","OurAirports"
"173",175,"Abbotsford Airport","Abbotsford","Canada","YXX","CYXX",49.0252990722656,-122.361000061035,195,"-8","A","America/Vancouver","airport","OurAirports"
"174",176,"Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada","YXY","CYXY",60.7095985413,-135.067001343,2317,"-8","A","America/Vancouver","airport","OurAirports"
"175",177,"North Bay Jack Garland Airport","North Bay","Canada","YYB","CYYB",46.363602,-79.422798,1215,"-5","A","America/Toronto","airport","OurAirports"
"176",178,"Calgary International Airport","Calgary","Canada","YYC","CYYC",51.113899231,-114.019996643,3557,"-7","A","America/Edmonton","airport","OurAirports"
"177",179,"Smithers Airport","Smithers","Canada","YYD","CYYD",54.8246994018555,-127.182998657227,1712,"-8","A","America/Vancouver","airport","OurAirports"
